categorical_1,categorical_2,categorical_3,categorical_4,categorical_5,categorical_6,categorical_7,categorical_8,categorical_9,categorical_10,categorical_11,categorical_12,risk_level,categorical_13,categorical_14,categorical_15,categorical_16,categorical_17,ln(1 + amount),categorical_18,categorical_19,categorical_20,categorical_21,categorical_22,categorical_23,categorical_24,categorical_25,categorical_26,month,categorical_27,fraud_label
0,261,6,0,0,1,8,13,0,0,1,0,1.0,3,4,0,2,3,0.693,0,1,14,25,1,9,31,31,13,6,79,0
0,240,2,0,0,1,8,17,0,0,0,0,1.0,3,4,0,2,3,3.465,0,1,8,21,0,12,23,11,21,10,79,0
0,245,6,0,0,1,3,118,0,0,0,0,1.0,3,4,0,2,3,4.188,0,1,16,21,0,11,26,1,21,4,79,0
0,326,10,0,1,1,5,71,1,0,1,1,1.0,3,4,1,2,0,5.027,0,1,16,20,1,4,56,0,5,5,117,0
0,324,7,0,0,1,0,17,0,0,2,0,1.0,3,0,0,6,3,4.457,3,0,31,10,1,6,44,45,17,3,79,0
0,263,7,4,3,2,0,139,0,1,0,0,1.0,3,4,0,1,1,7.3,0,0,31,32,0,9,50,56,2,1,117,0
0,326,10,0,1,1,5,139,1,0,1,1,1.0,3,4,0,8,0,3.895,0,0,9,32,0,10,14,42,19,3,94,0
0,281,3,0,0,1,5,139,0,0,0,1,1.0,3,4,0,2,3,2.08,0,1,9,14,0,8,34,17,26,11,94,0
0,206,6,0,0,1,3,106,0,0,0,0,1.0,3,4,0,3,3,4.43,0,1,16,25,0,3,17,33,8,5,94,0
0,347,6,0,0,1,3,139,0,0,0,0,35.0,3,4,0,2,3,2.918,3,1,9,18,0,10,18,32,27,6,117,0
0,240,6,0,0,1,3,138,0,0,0,1,100.0,3,4,0,3,3,2.43,0,1,9,18,0,9,59,57,2,10,79,0
0,92,6,0,0,1,5,17,0,0,1,0,1.0,3,4,0,2,3,1.236,0,1,9,25,1,17,54,0,6,8,79,0
0,240,9,0,0,1,3,7,0,0,0,0,1.0,3,4,0,1,3,4.246,0,1,31,32,0,4,32,52,10,6,117,0
0,245,6,0,0,1,3,93,0,0,0,0,1.0,3,4,0,2,3,3.977,0,1,9,25,0,9,37,57,8,11,143,0
0,315,6,0,0,1,5,47,0,0,0,0,1.0,3,4,1,2,3,4.137,0,1,14,25,1,7,40,1,3,1,117,0
0,202,7,4,0,2,6,139,0,1,0,0,100.0,2,4,0,1,1,5.887,3,0,31,32,0,15,43,26,20,6,117,0
3,251,2,0,0,1,2,139,0,0,0,0,15.0,3,4,0,8,3,2.732,3,1,9,32,0,18,22,2,0,3,94,0
3,184,7,4,2,0,6,139,0,1,5,0,88.0,3,0,0,6,1,2.271,0,0,31,32,1,14,20,12,4,11,35,0
3,281,2,0,0,1,3,139,0,0,0,0,1.0,3,4,1,2,3,2.258,0,1,9,23,0,22,58,38,13,2,94,0
0,240,6,0,0,1,3,7,0,0,0,0,1.0,3,4,0,3,3,2.842,3,1,9,14,0,12,4,44,19,3,79,0
0,279,6,0,0,1,3,7,0,0,0,0,1.0,3,4,0,3,3,2.861,0,1,10,14,0,4,13,33,10,1,35,0
0,327,6,0,1,2,5,7,0,0,0,1,100.0,3,4,0,4,3,2.78,0,1,31,32,1,8,54,10,1,8,117,0
0,376,7,5,2,0,0,79,0,1,5,0,100.0,3,0,0,6,1,1.484,0,0,31,32,1,7,25,44,21,3,117,0
3,251,7,5,2,2,6,139,0,1,5,0,100.0,3,4,0,6,1,1.589,0,0,9,32,1,5,58,2,13,2,31,0
0,245,6,0,0,1,3,68,0,0,0,0,1.0,3,4,0,3,3,2.18,0,1,16,21,0,7,10,17,23,4,79,0
0,336,3,0,0,1,5,131,0,0,0,1,68.0,3,4,0,2,3,3.898,0,1,9,21,0,5,13,24,0,3,94,0
0,233,2,0,0,1,3,118,0,0,0,0,36.0,3,4,0,2,3,2.395,3,1,23,18,0,10,17,3,29,7,79,0
0,281,2,0,0,1,3,139,0,0,2,1,1.0,3,4,0,8,3,1.508,0,1,9,32,0,12,21,31,25,10,79,0
3,281,7,4,0,2,6,139,0,1,0,1,100.0,3,4,0,6,1,2.135,0,1,31,32,1,22,28,34,1,5,79,1
0,246,2,0,0,1,3,7,0,0,0,0,1.0,3,4,0,3,3,1.489,0,1,9,14,0,9,2,35,28,10,79,0
0,295,7,5,2,0,6,79,0,1,5,0,1.0,3,0,1,6,1,5.008,0,0,31,32,1,14,36,46,8,4,79,0
0,281,6,0,0,1,5,17,0,0,0,1,1.0,3,4,0,2,3,2.785,0,1,9,25,0,16,54,7,18,2,117,0
0,228,7,3,0,0,6,139,0,1,0,0,100.0,2,4,0,1,1,6.992,3,0,31,32,0,17,19,36,30,8,117,0
0,264,6,0,0,1,8,139,0,0,0,1,100.0,3,4,1,2,3,1.73,3,1,9,25,0,22,15,17,23,11,79,0
0,250,6,0,0,1,6,68,0,0,0,0,100.0,3,4,0,2,3,2.602,0,1,9,10,0,9,43,14,10,3,94,0
0,301,7,1,0,1,4,139,0,1,0,0,100.0,2,4,0,1,1,1.78,0,1,31,32,0,13,8,5,19,11,79,0
0,245,6,0,0,1,3,25,0,0,0,0,1.0,3,4,0,2,3,3.445,0,1,12,14,0,11,6,39,16,9,94,0
0,240,6,0,0,1,3,71,0,0,0,1,1.0,3,4,0,2,3,1.485,0,1,9,25,0,5,49,12,5,6,117,0
0,274,7,4,2,2,6,139,0,1,0,0,1.0,3,4,0,1,1,1.434,0,0,31,32,1,21,33,17,16,7,79,0
0,240,2,0,0,1,2,139,0,0,0,1,100.0,3,4,0,2,3,3.37,0,1,9,10,0,11,33,52,17,9,94,0
3,182,2,0,0,1,3,139,0,0,0,0,1.0,3,4,0,8,3,3.93,3,1,9,32,0,22,21,26,19,10,94,0
0,265,6,0,0,1,8,93,0,0,0,0,35.0,3,4,0,2,3,1.938,1,1,9,25,0,16,51,40,14,2,94,0
3,184,7,2,0,2,1,139,0,1,0,0,100.0,3,4,0,1,1,4.97,0,0,31,32,2,18,24,12,9,2,35,0
0,422,7,5,3,2,6,139,0,1,5,0,1.0,3,0,1,6,1,5.664,0,0,31,32,1,15,46,33,14,4,94,0
0,194,9,0,0,1,8,25,0,0,0,0,62.0,3,4,0,2,3,0.513,0,1,9,25,0,13,50,31,14,8,143,0
0,281,2,0,0,1,3,93,0,0,0,1,1.0,3,4,0,2,3,3.398,0,1,9,10,0,13,42,7,5,5,79,0
0,184,2,0,0,2,4,139,0,0,0,1,1.0,3,4,0,1,3,1.109,0,0,31,32,0,21,4,29,22,11,79,0
0,280,6,0,0,1,5,17,0,0,0,1,28.0,3,4,0,2,3,5.23,0,1,9,25,0,6,22,31,5,1,79,0
0,370,7,5,2,2,8,25,0,1,5,0,1.0,3,0,0,6,1,2.525,0,0,31,32,0,3,40,25,11,4,117,0
0,201,6,0,0,0,6,138,0,0,0,0,100.0,3,4,0,2,3,1.109,0,0,31,10,0,21,58,22,4,4,94,0
0,240,6,0,0,1,3,68,0,0,0,0,1.0,3,4,0,3,3,3.412,0,1,16,14,0,7,51,24,10,8,35,0
0,309,7,1,0,0,6,139,0,1,0,0,1.0,3,4,0,1,1,8.016,0,0,31,32,0,8,37,24,18,5,143,0
0,202,7,4,2,0,6,139,0,1,5,0,100.0,2,4,0,6,1,5.688,0,0,31,32,0,10,9,34,21,9,117,0
3,376,7,1,0,0,0,139,0,1,0,0,100.0,3,4,0,1,1,1.631,0,0,31,32,0,6,54,19,10,9,117,0
0,250,6,0,0,2,3,25,0,0,0,0,1.0,3,4,1,2,3,6.94,0,1,9,25,0,13,37,38,21,7,117,0
0,324,9,1,1,1,3,25,0,1,0,0,14.0,3,4,0,1,1,4.49,0,1,31,32,0,9,11,39,10,5,117,0
0,235,6,0,0,1,3,93,0,0,0,0,1.0,3,4,0,2,3,2.316,0,1,14,25,0,11,13,47,23,7,35,0
3,251,6,0,0,1,2,139,0,0,0,1,100.0,3,4,1,8,3,2.672,0,0,9,32,0,4,10,28,22,7,94,0
0,309,7,3,0,2,6,139,0,1,0,0,100.0,2,4,0,1,1,5.074,0,0,31,32,0,8,56,29,2,9,143,0
0,206,6,0,0,1,8,93,0,0,0,0,1.0,3,4,0,2,3,3.217,1,1,12,21,0,6,27,12,21,11,35,0
0,235,6,0,0,1,5,17,0,0,0,1,1.0,3,4,0,2,3,5.195,0,1,9,25,0,7,43,22,16,10,94,0
0,240,6,0,0,1,3,51,0,0,0,0,1.0,3,4,1,2,3,2.576,0,1,9,25,0,4,5,52,16,6,79,0
0,393,6,0,0,1,3,139,0,0,0,0,1.0,3,4,0,8,3,1.554,3,1,9,32,0,3,13,34,1,4,79,0
0,240,6,0,0,1,3,123,0,0,0,0,65.0,3,4,0,2,3,4.35,3,1,9,18,0,6,56,41,30,7,143,0
3,251,6,0,0,1,3,25,0,0,2,0,1.0,3,4,0,8,3,0.7017,0,1,9,32,1,11,43,3,13,4,33,0
0,250,2,0,0,1,3,17,0,0,0,1,58.0,3,4,0,2,3,2.443,0,1,9,25,0,10,40,41,10,3,79,0
0,184,7,2,0,2,4,17,0,1,2,0,1.0,3,4,0,6,1,0.787,0,1,9,32,1,13,6,6,0,9,79,0
0,251,6,0,0,1,8,46,0,0,2,0,1.0,3,4,0,2,3,0.834,0,1,9,25,1,19,15,12,4,4,33,0
0,326,10,0,1,1,3,68,1,0,0,1,1.0,3,4,0,2,0,3.854,0,1,14,20,1,16,47,52,0,10,94,0
3,242,6,0,0,2,3,139,0,0,0,0,1.0,3,4,0,8,3,0.9624,0,1,31,32,0,14,54,21,2,9,117,0
0,336,6,0,0,1,3,126,0,0,0,0,47.0,3,4,0,2,3,4.92,0,1,9,18,0,9,40,0,0,7,117,0
0,191,7,5,2,2,6,135,0,1,5,0,1.0,4,4,0,6,1,2.703,0,0,31,32,0,2,36,43,25,7,94,0
0,295,7,5,2,0,6,139,0,1,5,0,1.0,2,0,0,6,1,6.996,0,0,31,32,1,6,38,16,21,4,94,0
0,234,2,0,0,1,5,139,0,0,0,0,27.0,3,4,0,8,3,3.535,0,1,9,32,0,16,15,31,7,2,143,0
0,231,5,1,0,2,3,139,4,1,0,0,1.0,3,4,0,1,2,4.438,3,0,31,32,0,5,49,8,22,9,143,0
0,250,2,0,0,1,3,7,0,0,0,0,1.0,3,4,0,3,3,2.39,0,1,10,14,0,14,48,9,25,10,79,0
0,240,6,0,0,1,5,123,0,0,0,0,1.0,3,4,0,2,3,4.305,3,1,26,25,0,12,51,31,23,6,35,0
0,274,7,5,2,2,6,25,0,1,5,0,1.0,3,0,0,6,1,2.875,0,0,31,32,1,10,21,28,1,2,94,0
3,244,2,0,0,1,8,139,0,0,0,0,45.0,3,4,0,8,3,2.875,3,1,9,32,0,15,45,59,25,10,35,0
3,251,2,0,0,1,3,139,0,0,1,1,1.0,3,4,0,2,3,0.852,0,1,9,25,1,14,53,35,25,10,117,0
0,343,6,0,0,2,0,25,0,0,0,0,100.0,3,4,0,9,3,0.67,0,0,31,32,0,11,28,51,16,7,79,0
3,393,7,5,2,2,0,139,0,1,5,0,1.0,3,0,0,6,1,1.093,0,0,31,32,1,22,26,28,10,5,34,0
0,234,6,0,0,1,2,64,0,0,0,0,100.0,3,4,0,8,3,2.668,0,1,16,32,0,21,10,7,5,5,79,0
0,250,2,0,0,1,3,126,0,0,0,1,1.0,3,4,0,2,3,4.4,3,1,9,10,0,10,12,47,27,11,94,0
0,301,7,5,2,0,6,139,0,1,5,0,100.0,3,4,0,6,1,2.758,0,0,31,32,1,10,28,34,24,3,143,0
0,198,7,1,0,2,6,139,0,1,0,0,100.0,2,4,0,1,1,7.594,0,0,31,32,0,6,45,29,20,10,143,0
3,251,10,0,1,1,2,139,1,0,0,1,1.0,3,4,0,8,0,5.074,0,1,9,32,0,14,16,25,2,2,79,0
3,281,6,0,0,1,5,139,0,0,0,0,30.0,3,4,0,2,3,5.004,0,1,9,10,0,15,58,33,0,2,35,0
0,194,6,0,3,2,3,135,0,0,0,0,1.0,4,4,0,1,3,4.023,0,1,31,32,0,5,56,46,14,2,143,0
0,251,8,5,2,0,0,79,0,1,5,1,1.0,3,2,0,6,4,2.695,0,0,31,32,1,10,58,21,9,11,35,0
0,240,9,2,0,2,0,139,0,1,0,0,100.0,3,4,0,1,1,4.156,3,0,31,32,0,11,4,1,1,1,117,0
0,279,6,0,0,1,8,77,0,0,1,0,1.0,3,4,0,2,3,3.09,0,1,14,25,0,9,15,50,0,1,79,0
0,326,8,5,2,2,5,30,0,1,5,0,100.0,3,0,0,6,4,5.996,0,0,31,32,1,17,37,33,10,3,117,0
0,326,10,0,1,1,3,111,1,0,1,0,1.0,3,4,0,2,0,2.18,0,1,12,30,0,12,40,35,12,8,35,0
0,295,7,5,2,0,6,139,0,1,5,0,100.0,2,0,0,6,1,3.273,0,0,31,32,1,21,3,45,25,9,94,0
0,250,2,0,0,1,3,17,0,0,0,1,1.0,3,4,0,2,3,2.223,0,1,9,10,0,15,35,35,1,10,79,0
0,288,6,0,0,1,3,135,0,0,2,1,1.0,3,4,0,8,3,0.729,0,1,1,32,0,10,45,29,9,3,94,0
0,279,2,0,0,1,3,139,0,0,0,1,0.0,3,4,0,8,3,1.551,0,1,9,32,0,17,12,30,4,10,79,0
3,184,6,0,0,1,3,139,0,0,0,0,100.0,3,4,0,3,3,0.98,3,1,9,14,0,18,57,39,6,8,35,0
0,236,6,0,0,1,8,139,0,0,0,0,1.0,3,4,0,2,3,1.89,0,1,9,23,0,15,41,44,14,5,94,0
0,437,7,5,2,2,0,97,0,1,5,0,100.0,3,0,0,6,1,3.367,0,0,31,32,1,17,44,8,17,10,94,0
3,279,2,0,0,1,2,139,0,0,2,1,100.0,3,4,0,8,3,3.006,0,1,9,32,1,14,53,18,18,2,34,0
3,264,7,4,2,2,6,6,0,1,5,0,1.0,3,2,0,6,1,2.674,0,0,31,32,1,6,40,19,22,7,117,0
0,240,2,0,0,1,3,139,0,0,0,0,1.0,3,4,0,3,3,3.723,3,1,9,14,0,12,24,55,26,11,79,0
0,182,7,2,1,2,0,139,0,1,0,0,1.0,2,4,0,1,1,6.508,0,0,31,32,0,22,38,20,19,11,117,0
0,1,6,0,0,1,5,64,0,0,0,0,100.0,3,4,1,8,3,0.684,0,1,7,32,0,0,9,8,29,1,35,0
0,185,7,4,3,2,3,7,0,1,0,0,1.0,3,4,0,1,1,1.626,0,0,31,32,2,9,53,33,24,4,143,0
0,279,6,0,0,1,5,54,0,0,0,0,1.0,3,4,0,3,3,3.059,0,1,9,14,0,22,21,24,10,9,35,0
0,240,6,0,0,1,3,7,0,0,0,0,1.0,3,4,0,2,3,2.709,3,1,9,25,0,7,14,32,30,10,79,0
0,437,7,5,2,0,6,79,0,1,5,0,1.0,3,0,1,6,1,4.07,0,0,31,32,1,9,20,46,23,4,142,0
0,245,6,0,0,1,2,139,0,0,0,1,1.0,3,4,0,8,3,1.8955,0,1,1,32,0,11,28,30,8,9,94,0
3,281,6,0,0,0,6,139,0,0,2,0,1.0,3,4,0,8,3,0.683,0,0,31,32,1,23,3,35,18,6,79,0
0,184,7,5,2,0,6,139,0,1,5,0,99.0,3,0,1,6,1,3.541,0,0,31,32,1,14,6,8,2,5,117,0
0,281,2,0,0,1,5,47,0,0,0,1,1.0,3,4,0,2,3,3.98,0,1,9,10,0,10,56,42,5,9,94,0
0,94,7,1,1,2,2,15,0,1,0,0,1.0,3,4,0,1,1,2.244,0,0,31,32,0,6,18,12,30,10,117,0
0,438,6,0,0,1,5,139,0,0,0,0,54.0,3,4,0,8,3,3.305,3,1,9,32,0,11,50,37,3,1,34,0
0,184,6,0,0,1,3,93,0,0,0,0,1.0,3,4,0,2,3,1.75,3,1,9,18,0,6,22,4,7,7,79,0
0,240,2,0,0,1,8,139,0,0,0,0,35.0,3,4,0,2,3,1.924,3,1,9,10,0,6,16,4,16,7,94,0
0,309,7,5,2,2,6,139,0,1,5,0,100.0,3,0,0,6,1,2.727,0,0,31,32,1,16,32,8,15,10,34,0
0,184,7,1,0,0,8,139,0,1,0,1,100.0,3,4,0,1,1,6.35,0,1,31,32,0,12,11,12,14,4,79,0
0,326,8,5,1,2,6,68,0,1,5,0,100.0,3,4,0,6,4,4.258,0,1,31,32,1,3,10,10,28,6,35,0
0,240,2,1,0,1,5,138,0,0,0,0,1.0,3,4,0,3,1,2.137,3,1,31,23,0,12,22,10,1,9,117,0
3,199,7,5,2,1,8,138,0,1,5,0,100.0,3,4,0,6,1,6.484,0,1,31,32,1,9,55,57,10,11,94,0
0,250,2,0,0,1,3,139,0,0,0,0,1.0,3,4,0,2,3,3.504,0,1,9,10,0,21,14,35,27,5,94,0
0,351,7,5,2,2,6,62,0,1,5,0,1.0,3,0,0,6,4,2.47,3,0,31,32,1,17,49,59,30,1,79,0
0,194,6,0,1,1,8,25,0,0,0,0,1.0,3,4,0,2,3,4.19,0,1,9,10,0,13,4,18,16,8,94,0
0,240,2,0,0,1,3,139,0,0,0,0,15.0,3,4,0,2,3,1.657,0,1,9,25,0,16,38,4,0,7,79,0
0,318,7,5,2,0,0,106,0,1,5,0,1.0,3,0,0,6,1,3.924,0,0,31,32,1,2,44,17,2,3,79,0
0,279,2,0,0,1,3,7,0,0,0,0,1.0,3,4,0,3,3,2.703,3,1,9,14,0,17,14,57,10,10,94,0
0,295,7,5,2,0,0,25,0,1,5,0,75.0,3,0,0,6,1,4.652,3,0,31,32,1,13,7,56,4,5,117,0
3,288,2,0,0,1,3,139,0,0,0,0,100.0,3,4,0,2,3,2.451,0,1,9,25,0,11,55,11,6,6,94,0
0,236,7,5,2,2,6,51,0,1,5,0,1.0,3,4,1,6,1,4.156,0,0,9,32,0,2,28,41,29,5,117,0
0,301,2,0,0,2,0,139,0,0,0,0,1.0,3,4,0,8,3,2.44,0,0,31,32,1,15,20,56,3,4,79,0
0,404,8,5,1,0,6,64,0,1,5,0,1.0,3,2,1,6,4,0.5957,0,0,31,32,1,0,6,16,19,11,35,0
0,250,6,0,0,1,5,139,0,0,0,1,1.0,3,4,0,8,3,1.526,0,1,10,32,0,18,7,52,27,4,79,0
0,240,6,0,0,1,8,123,0,0,0,0,38.0,3,4,0,2,3,3.887,3,1,14,18,0,22,33,32,23,10,94,0
0,228,6,0,0,1,3,130,0,0,0,0,31.0,3,4,0,2,3,3.625,3,1,9,21,0,4,1,44,8,6,117,0
3,281,6,0,0,0,2,139,0,0,2,0,100.0,3,4,0,8,3,0.6987,0,1,31,32,1,8,36,9,3,5,79,0
0,295,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,4.703,0,0,31,32,1,6,2,45,17,5,79,0
0,330,7,3,0,2,6,139,0,1,0,0,100.0,2,4,1,1,1,7.04,0,0,31,32,0,12,54,38,21,2,117,0
3,288,7,4,0,0,0,139,0,1,0,0,100.0,3,0,0,6,1,4.58,0,0,31,32,0,13,28,7,6,7,143,0
3,199,7,5,2,2,0,139,0,1,5,0,100.0,3,0,0,6,1,8.08,0,0,31,32,1,14,27,13,0,4,143,0
0,263,7,1,0,2,2,139,0,1,0,1,1.0,2,4,0,1,1,2.404,0,0,31,32,0,8,8,20,18,5,117,0
0,239,9,5,2,0,6,51,0,1,5,0,1.0,3,4,1,6,1,5.133,3,0,31,32,0,7,41,46,14,3,117,0
0,94,7,5,2,2,6,64,0,1,5,0,1.0,3,0,0,6,1,2.74,0,0,31,32,1,2,6,6,7,10,79,0
3,281,2,0,0,0,2,139,0,0,0,0,12.0,3,4,0,8,3,1.099,0,0,9,32,0,9,22,30,10,1,79,0
0,201,7,5,2,0,6,79,0,1,5,0,100.0,3,0,1,6,1,4.57,0,0,31,32,1,15,7,36,4,11,79,0
0,288,6,0,0,1,3,13,0,0,0,0,1.0,3,4,0,2,3,2.793,3,1,9,25,0,5,43,41,28,11,117,0
0,249,7,4,3,0,0,138,0,1,5,0,1.0,3,4,0,6,1,2.246,0,0,31,32,2,17,51,12,5,9,117,0
0,264,6,1,0,0,5,139,0,1,0,1,1.0,3,4,0,1,1,1.889,0,1,9,32,0,15,23,57,27,6,117,0
0,240,6,0,0,1,8,51,0,0,0,0,39.0,3,4,0,2,3,1.977,0,1,14,10,0,9,34,13,0,5,79,0
0,324,9,0,0,0,6,25,0,0,0,0,100.0,3,4,0,3,3,4.39,0,0,9,22,0,3,7,28,23,2,79,0
0,194,9,4,3,2,5,138,0,1,0,0,1.0,3,4,1,1,1,0.805,0,1,31,32,2,5,24,8,8,2,35,0
0,264,6,0,0,1,3,138,0,0,0,0,1.0,3,4,0,8,3,2.75,3,1,31,32,0,20,17,9,10,1,35,0
0,433,2,0,0,1,7,139,0,0,0,1,1.0,3,4,0,1,3,4.58,0,1,31,32,0,7,26,31,20,7,79,0
0,242,6,0,0,1,0,46,0,0,2,0,1.0,3,4,0,3,3,0.647,0,0,9,7,1,13,11,14,9,2,79,0
0,288,3,0,0,1,8,127,0,0,0,1,61.0,3,4,0,2,3,3.684,1,1,9,10,0,9,4,9,6,1,79,0
3,279,2,0,0,1,2,139,0,0,0,1,100.0,3,4,0,8,3,3.887,0,1,31,32,0,7,36,10,10,8,79,0
0,333,3,0,0,1,8,135,0,0,0,0,1.0,4,4,0,1,3,1.4,0,0,31,32,0,11,15,38,26,8,35,0
1,281,7,1,0,2,0,93,0,1,0,0,100.0,3,4,1,1,1,4.105,0,0,31,32,2,22,39,14,23,3,79,0
0,240,6,0,0,1,3,17,0,0,0,0,35.0,3,4,0,2,3,2.895,3,1,23,21,0,12,45,22,23,10,35,0
3,251,6,0,0,1,5,139,0,0,7,1,100.0,3,4,0,8,3,2.736,0,1,9,32,1,19,21,31,0,10,34,0
0,300,7,5,2,2,0,112,0,1,5,0,100.0,3,4,0,6,1,8.38,0,1,9,32,0,7,40,47,24,10,79,0
0,277,7,5,2,2,6,53,0,1,5,0,1.0,3,0,0,6,1,3.492,0,0,31,32,1,12,21,46,20,1,94,0
0,288,6,0,0,1,5,17,0,0,0,0,28.0,3,4,0,2,3,1.075,0,1,23,25,0,4,28,18,4,9,79,0
3,262,9,0,0,0,5,7,0,0,0,1,1.0,3,4,0,1,3,4.105,0,0,31,32,0,5,26,40,19,8,94,0
0,240,2,0,0,1,3,17,0,0,0,1,1.0,3,4,0,2,3,3.23,0,1,23,10,0,4,37,57,2,11,35,0
0,274,6,0,0,1,3,17,0,0,0,0,1.0,3,4,0,2,3,1.813,0,1,23,18,0,13,13,57,6,7,79,0
0,201,2,0,0,2,2,66,0,0,0,1,100.0,3,4,1,3,3,4.617,0,0,9,10,0,8,46,30,6,10,79,0
0,240,6,0,0,2,8,51,0,0,0,0,58.0,3,4,0,2,3,0.5923,3,1,9,13,0,7,31,32,22,7,79,0
0,240,6,0,0,1,5,17,0,0,0,1,49.0,3,4,0,2,3,3.508,0,1,9,10,0,6,44,16,2,5,79,0
0,249,9,2,0,2,0,17,0,1,5,0,1.0,3,2,1,2,1,0.851,0,0,31,32,1,14,2,41,0,11,79,0
0,310,7,5,2,0,6,135,0,1,5,0,1.0,4,0,0,6,1,2.232,0,0,31,32,1,13,49,37,19,1,79,0
0,9,7,1,3,2,6,139,0,1,0,0,1.0,4,0,0,1,1,3.082,0,0,31,32,0,9,29,59,13,1,35,0
0,425,7,4,0,0,0,98,0,1,0,1,100.0,3,4,0,6,1,3.436,0,0,9,32,0,15,30,30,7,2,79,0
3,281,7,4,0,2,0,139,0,1,0,0,92.0,3,4,0,1,1,3.494,0,0,9,32,1,21,6,8,27,5,34,0
0,245,9,5,2,0,9,7,0,1,5,0,75.0,3,4,0,6,1,0.944,0,1,31,32,1,23,54,13,25,10,94,0
3,307,7,4,0,1,3,139,0,1,5,0,100.0,3,0,0,6,1,2.639,0,1,31,32,1,18,54,55,8,8,94,0
0,229,6,0,0,1,3,139,0,0,0,0,100.0,3,4,0,8,3,1.993,3,1,9,32,0,13,23,39,29,6,117,0
0,250,2,0,0,1,8,17,0,0,0,0,63.0,3,4,0,2,3,3.34,3,1,9,18,0,15,45,7,28,10,94,0
0,245,6,0,0,1,3,139,0,0,0,1,44.0,3,4,0,8,3,2.742,0,1,9,32,0,17,10,27,20,7,35,0
3,336,7,4,2,2,6,139,0,1,5,0,97.0,3,0,0,4,1,1.561,0,0,31,32,1,21,33,3,26,7,94,0
3,267,6,0,0,1,2,139,0,0,2,1,74.0,3,4,0,8,3,1.164,0,1,9,32,1,19,46,12,27,11,35,0
0,245,6,0,0,1,3,17,0,0,0,0,1.0,3,4,0,2,3,2.373,1,1,9,13,1,17,0,55,8,7,33,0
0,295,7,1,0,0,6,25,0,1,0,0,1.0,3,4,0,1,1,4.79,0,0,31,32,2,13,7,33,0,3,117,1
0,240,2,0,0,1,3,93,0,0,0,0,1.0,3,4,0,2,3,3.275,0,1,9,10,0,11,1,57,17,6,79,0
0,191,7,4,2,2,6,125,0,1,5,0,1.0,3,0,1,6,1,3.938,0,0,31,32,2,2,15,46,10,7,35,0
3,279,6,0,0,1,3,139,0,0,0,0,1.0,3,4,0,8,3,0.772,0,1,9,32,0,13,19,29,14,6,79,0
0,250,6,0,0,1,5,47,0,0,0,1,36.0,3,4,0,2,3,1.634,0,1,9,25,0,12,29,46,5,1,94,0
0,288,6,0,0,1,3,139,0,0,0,0,38.0,3,4,0,2,3,1.951,3,1,9,14,0,18,59,39,13,11,79,0
0,240,2,0,0,1,8,119,0,0,0,0,0.0,3,4,0,2,3,3.41,0,1,9,14,0,0,54,2,12,10,117,0
0,281,6,0,0,1,3,139,0,0,0,1,100.0,3,4,0,2,3,3.318,0,1,9,27,0,12,12,24,2,11,79,0
0,237,6,0,0,1,5,139,0,0,0,0,65.0,3,4,0,2,3,3.516,0,1,9,10,0,15,41,27,0,9,117,0
0,276,7,5,2,0,0,137,0,1,5,1,100.0,3,0,0,6,1,2.824,0,0,31,32,1,18,16,42,2,2,94,0
3,279,6,0,0,2,3,139,0,0,0,1,1.0,2,4,0,1,3,3.719,0,0,31,32,0,14,12,37,5,3,143,0
0,182,6,0,0,2,2,139,0,0,0,0,1.0,5,4,0,1,3,5.12,0,1,31,32,0,17,43,30,8,9,34,0
0,281,6,0,0,1,3,139,0,0,0,0,1.0,3,4,0,8,3,1.417,0,1,9,32,0,17,43,47,28,11,79,0
0,301,7,4,3,0,6,139,0,1,0,0,100.0,2,4,0,1,1,4.566,0,0,31,32,0,16,46,13,20,1,117,0
0,365,6,0,0,0,6,138,0,0,0,0,1.0,3,4,0,2,3,1.998,0,0,9,14,0,11,23,4,8,4,94,0
0,250,2,0,0,1,5,139,0,0,0,1,69.0,3,4,0,2,3,1.904,0,1,9,14,0,14,17,39,22,8,94,0
0,258,7,5,2,2,6,138,0,1,5,0,100.0,3,0,0,6,1,3.934,0,0,31,32,1,12,26,10,6,9,79,0
0,309,7,5,2,0,6,139,0,1,5,0,100.0,2,0,1,6,1,5.09,0,0,31,32,1,8,46,23,17,2,143,0
0,319,6,0,0,1,8,135,0,0,0,0,1.0,3,4,0,2,3,2.521,0,1,31,25,1,0,38,6,6,1,79,0
0,184,7,5,2,0,6,93,0,1,5,0,100.0,3,0,0,6,1,1.827,0,0,31,32,1,5,21,15,10,7,79,0
0,236,2,0,0,1,3,139,0,0,0,0,1.0,3,4,0,5,3,3.693,0,1,9,32,0,15,45,27,16,5,79,0
0,295,7,5,2,2,6,139,0,1,5,0,1.0,2,4,0,6,1,3.025,0,0,31,32,1,9,24,12,5,11,117,0
0,404,6,0,0,1,5,47,0,0,0,0,1.0,3,4,1,2,3,4.53,0,1,12,25,1,4,43,52,17,2,117,0
0,279,7,1,0,1,6,139,0,1,0,0,100.0,2,4,0,1,1,5.71,0,0,31,32,0,9,5,44,29,6,117,0
0,250,7,1,0,2,2,139,0,1,0,1,1.0,3,4,0,1,1,3.96,0,0,31,32,0,12,28,36,5,5,79,0
